TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,13,1,0,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,9,3,23,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,25,20,0,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,11,8,37,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,29,13,47,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2017,3,9,23,49,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2017,4,18,10,42,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,29,20,16,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2019,1,29,7,34,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,17,7,43,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2019,12,25,22,45,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2020,8,23,14,54,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,30,11,0,E 1ST AVE / COTTON DR,Grandview-Woodland,494793,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2012,8,30,10,25,E 1ST AVE / COTTON DR,Grandview-Woodland,494793,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2014,5,7,12,1,E 1ST AVE / COTTON DR,Grandview-Woodland,494793,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2019,10,8,13,15,E 1ST AVE / COTTON DR,Grandview-Woodland,494793,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2020,1,29,10,34,E 1ST AVE / COTTON DR,Grandview-Woodland,494793,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,20,15,52,E 1ST AVE / E 1ST AVE OFRP,Hastings-Sunrise,498034,5457401
Vehicle Collision or Pedestrian Struck (with Injury),2010,10,19,10,45,E 1ST AVE / E 1ST AVE ONRP,Hastings-Sunrise,498055,5457419
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,10,20,4,E 1ST AVE / E 1ST AVE ONRP,Hastings-Sunrise,498055,5457419
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,8,23,20,E 1ST AVE / KAMLOOPS ST,Hastings-Sunrise,496021,5457407
Vehicle Collision or Pedestrian Struck (with Injury),2005,12,22,17,55,E 1ST AVE / KAMLOOPS ST,Hastings-Sunrise,496022,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2006,3,22,17,54,E 1ST AVE / KAMLOOPS ST,Hastings-Sunrise,496022,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2015,6,27,8,10,E 1ST AVE / KAMLOOPS ST,Hastings-Sunrise,496022,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,13,13,21,E 1ST AVE / KAMLOOPS ST,Hastings-Sunrise,496022,5457429
Vehicle Collision or Pedestrian Struck (with Injury),2007,7,23,12,4,E 1ST AVE / KASLO ST,Hastings-Sunrise,496584,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2011,3,4,21,51,E 1ST AVE / KASLO ST,Hastings-Sunrise,496584,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2013,10,2,23,7,E 1ST AVE / KASLO ST,Hastings-Sunrise,496584,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,27,12,35,E 1ST AVE / KASLO ST,Hastings-Sunrise,496584,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,23,9,28,E 1ST AVE / KASLO ST,Hastings-Sunrise,496584,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,25,23,59,E 1ST AVE / KASLO ST,Hastings-Sunrise,496585,5457404
Vehicle Collision or Pedestrian Struck (with Injury),2013,3,10,17,26,E 1ST AVE / LAKEWOOD DR,Grandview-Woodland,495496,5457421
Vehicle Collision or Pedestrian Struck (with Injury),2013,11,5,17,4,E 1ST AVE / LAKEWOOD DR,Grandview-Woodland,495496,5457421
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,24,13,23,E 1ST AVE / LAKEWOOD DR,Grandview-Woodland,495496,5457421
Vehicle Collision or Pedestrian Struck (with Injury),2010,11,2,18,26,E 1ST AVE / LAKEWOOD DR,Grandview-Woodland,495497,5457421
Vehicle Collision or Pedestrian Struck (with Injury),2015,5,25,11,44,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497166,5457401
Vehicle Collision or Pedestrian Struck (with Injury),2018,9,23,0,24,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497166,5457401
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,27,16,56,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497166,5457401
Vehicle Collision or Pedestrian Struck (with Injury),2006,4,22,18,59,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2007,2,4,12,25,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2013,2,10,9,30,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2015,3,28,18,39,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,24,13,15,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2016,12,15,14,42,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2022,1,13,11,22,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2010,5,25,15,13,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497167,5457423
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,1,1,50,E 1ST AVE / MAIN ST,Mount Pleasant,492671,5457490
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,7,9,59,E 1ST AVE / MAIN ST,Mount Pleasant,492671,5457490
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,15,20,18,E 1ST AVE / MAIN ST,Mount Pleasant,492671,5457490
Vehicle Collision or Pedestrian Struck (with Injury),2010,4,8,12,8,E 1ST AVE / MAIN ST,Mount Pleasant,492672,5457490
Vehicle Collision or Pedestrian Struck (with Injury),2011,12,14,18,10,E 1ST AVE / MAIN ST,Mount Pleasant,492681,5457489
Vehicle Collision or Pedestrian Struck (with Injury),2016,10,29,4,3,E 1ST AVE / MAIN ST,Mount Pleasant,492681,5457489
Vehicle Collision or Pedestrian Struck (with Injury),2016,10,29,4,43,E 1ST AVE / MAIN ST,Mount Pleasant,492681,5457489
Vehicle Collision or Pedestrian Struck (with Injury),2020,7,21,7,13,E 1ST AVE / MAIN ST,Mount Pleasant,492681,5457489
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,16,18,36,E 1ST AVE / MAIN ST,Mount Pleasant,492681,5457489
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,21,9,35,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2004,2,24,22,37,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2004,4,2,8,55,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2008,8,28,14,48,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,27,17,39,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2012,9,21,7,11,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,8,21,3,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2014,7,31,9,53,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2014,8,26,20,7,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,25,16,15,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,31,11,4,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2017,1,9,21,17,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2017,7,3,0,18,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,6,17,32,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2021,2,19,21,7,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,20,17,50,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433
Vehicle Collision or Pedestrian Struck (with Injury),2011,12,14,22,49,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,5,19,26,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2013,2,2,8,1,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,7,14,54,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2017,2,25,1,16,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2019,4,8,17,32,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,1,18,48,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495881,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2010,8,7,17,29,E 1ST AVE / NANAIMO ST,Hastings-Sunrise,495882,5457407
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,1,14,3,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457416
Vehicle Collision or Pedestrian Struck (with Injury),2005,3,2,2,49,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457416
Vehicle Collision or Pedestrian Struck (with Injury),2005,8,3,21,31,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457416
Vehicle Collision or Pedestrian Struck (with Injury),2007,2,14,20,41,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2007,12,25,8,28,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,21,18,20,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2012,8,7,21,20,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2013,8,2,0,29,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2013,12,20,19,24,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,27,18,32,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,24,21,48,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2021,2,2,19,7,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,13,9,36,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457423
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,30,22,43,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,23,2,16,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983,5457403
Vehicle Collision or Pedestrian Struck (with Injury),2006,10,30,14,15,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,28,12,0,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2015,11,16,8,41,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983,5457422
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,5,14,27,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2004,3,24,15,28,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2005,8,7,18,25,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2007,11,17,14,37,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,29,14,46,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2012,12,27,15,5,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2016,12,23,23,38,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2018,2,26,11,58,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,19,12,9,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457406
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,26,23,24,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496212,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2010,1,14,17,0,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496212,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2007,2,1,1,14,E 1ST AVE / QUEBEC ST,Mount Pleasant,492521,5457494
Vehicle Collision or Pedestrian Struck (with Injury),2021,7,5,15,21,E 1ST AVE / QUEBEC ST,Mount Pleasant,492527,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,17,9,13,E 1ST AVE / QUEBEC ST,Mount Pleasant,492530,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2005,7,25,9,1,E 1ST AVE / QUEBEC ST,Mount Pleasant,492530,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,26,9,30,E 1ST AVE / QUEBEC ST,Mount Pleasant,492530,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2015,4,29,16,44,E 1ST AVE / QUEBEC ST,Mount Pleasant,492534,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,3,11,54,E 1ST AVE / QUEBEC ST,Mount Pleasant,492534,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,3,12,45,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2011,3,4,19,21,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,11,9,58,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2013,2,5,10,58,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2013,8,10,12,21,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2013,10,21,9,30,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2014,4,26,9,39,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2015,5,30,18,45,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2015,9,13,1,46,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,28,5,50,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2016,7,2,6,40,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,9,9,25,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,17,11,52,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,20,3,2,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2009,8,7,10,47,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2009,8,25,23,11,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2010,12,6,20,2,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457402
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,27,12,16,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,17,12,37,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2015,2,16,23,8,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2020,8,4,10,53,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2008,6,22,14,44,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,24,7,48,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2010,10,4,3,2,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496783,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2004,5,5,21,0,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2005,6,22,20,50,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,12,16,18,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,7,19,29,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2013,8,25,16,38,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2016,9,21,16,10,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,22,0,45,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2020,11,22,20,29,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,7,2,21,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,10,6,57,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2008,6,5,23,13,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2011,4,18,14,53,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2011,8,9,23,20,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,19,14,0,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2013,12,4,7,24,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,2,17,5,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,24,14,21,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,8,9,13,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2012,12,3,16,0,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2013,7,12,16,31,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2015,1,3,19,48,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,17,16,44,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556,5457420
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,31,2,45,E 1ST AVE / SALSBURY DR,Grandview-Woodland,495075,5457423
Vehicle Collision or Pedestrian Struck (with Injury),2005,8,27,12,11,E 1ST AVE / SEMLIN DR,Grandview-Woodland,495358,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2012,11,17,15,2,E 1ST AVE / SEMLIN DR,Grandview-Woodland,495358,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2011,1,18,12,32,E 1ST AVE / SEMLIN DR,Grandview-Woodland,495358,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2008,11,5,7,39,E 1ST AVE / SLOCAN ST,Hastings-Sunrise,496403,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2012,12,13,11,34,E 1ST AVE / SLOCAN ST,Hastings-Sunrise,496403,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,30,8,12,E 1ST AVE / SLOCAN ST,Hastings-Sunrise,496403,5457425
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,16,17,5,E 1ST AVE / TEMPLETON DR,Grandview-Woodland,495639,5457418
Vehicle Collision or Pedestrian Struck (with Injury),2005,9,19,16,52,E 1ST AVE / TEMPLETON DR,Grandview-Woodland,495639,5457418
Vehicle Collision or Pedestrian Struck (with Injury),2014,12,6,2,54,E 1ST AVE / TEMPLETON DR,Grandview-Woodland,495639,5457418
Vehicle Collision or Pedestrian Struck (with Injury),2005,9,23,15,11,E 1ST AVE / TRANSCANADA HWY,Hastings-Sunrise,498102,5457074
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,8,14,32,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,7,10,36,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,8,14,53,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2004,3,31,19,45,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2005,8,1,9,5,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,27,6,37,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2008,10,4,2,20,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,7,11,21,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2010,5,29,17,55,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,9,21,42,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,29,19,52,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,25,10,8,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,12,15,32,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,22,0,40,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2012,11,16,22,32,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2012,12,8,0,7,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,9,14,1,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,20,16,54,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2014,12,19,18,36,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,15,23,24,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,10,13,10,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,18,23,56,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2016,9,27,18,35,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,18,3,37,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,25,8,57,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,11,11,20,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400
